usernames,comments,total_react,Like,Haha,Care,Love,Wow,Angry,Sad
Nguyễn Việt Tùng,"Trần Đăng Hoàng vô học. Người ta mở hàng, lại vào chúc làm ăn thất bát, đời này đời kia. Chờ đấy, có luc bạn làm ăn, sẽ có ng dành cho bạn những thứ ko sạch sẽ vào cơ ngơi của bạn.",2,2,0,0,0,0,0,0
Trần Đăng Hoàng,Nguyễn Việt Tùng sạch sẽ thì chả ai chê trách đâu =)),0,0,0,0,0,0,0,0
Lê Như Lai,Trần Đăng Hoàng chuẩn quá man,1,1,0,0,0,0,0,0
Nguyễn Hong Sơn,Trần Đăng Hoàng ui toàn phản động nhồi sọ ấy mà,1,1,0,0,0,0,0,0
Bình,Trần Đăng Hoàng Chữ này ngta xài từ hơn chục năm trước rồi ba ơi :)),0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"Bình đúng r , từ này ngta dùng từ mấy chục năm rồi, dùng từ năm 45 cơ, nhưng mà là bọn mĩ nguỵ nó dùng, còn 2023 đây mới là người việt dùng, mà toàn những thằng óc lợn dùng, Bác Hồ gọi miền bắc, chia 3 miền bắc trung nam, chứ Bác đéo gọi là bắc kì, bắc… See more",0,0,0,0,0,0,0,0
Bình,"Trần Đăng Hoàng Bởi dốt thường hay nói nhiều, nguu rất nguy hiểm. Bắc Kỳ có từ thời Minh Mạng lận cu haha",0,0,0,0,0,0,0,0
Gia Bảo,"Trần Đăng Hoàng 28
https://shope.ee/7AGyOStCS6",0,0,0,0,0,0,0,0
Trần Tiến,"Trần Đăng Hoàng nói tới parky tụi mày là tụi mày dãy lên như đàn bà vậy, bởi mới nói parky mãi đểnh nha ae",2,2,0,0,0,0,0,0
Bạch Minh Hiền,Trần Tiến ng tình ngô đình diệm đây mà,0,0,0,0,0,0,0,0
Nguyễn Văn Hưởng,Trần Tiến thế bây giờ bọn t mở mồm ra là nói namkiki hay narmky b có thấy bị xúc phạm không?,1,0,1,0,0,0,0,0
Trần Tiến,Nguyễn Văn Hưởng nam kì có gì đâu mà bị xúc phạm hả parkyyyyyyyy,0,0,0,0,0,0,0,0
Đinh Quang Quân,Trần Tiến mày nói như đb tao vậy,0,0,0,0,0,0,0,0
Phạm Trung Hậu,Trần Đăng Hoàng Parki chứ có phải bắc kỳ chó đâu bởi là tó nên dễ ẳng,0,0,0,0,0,0,0,0
Không Có Tên,Trần Đăng Hoàng do bọn m nhạy cảm chứ tên parky chứ phải là bắc kỳ đâu.mà là bắc kỳ thì sao đâu do bọn bắc kỳ nhảy dựng lên chứ Nam kỳ chẳng ai quen tâm,0,0,0,0,0,0,0,0
Tuan HoangAnh Do,"Trần Đăng Hoàng phóng khoáng lên b ơi, trend của bọn occhos mình lại đi chấp cno à, phải lấy trêu lại cno mới vui như này mới hay :)))",0,0,0,0,0,0,0,0
Huynh Tuan Anh,up,0,0,0,0,0,0,0,0
Vu Dang Khoa,Ten dinh e,1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Vu Dang Khoa dạ cảm ơn a trai,1,1,0,0,0,0,0,0
Nguyễn Tuấn Vũ,Ngô Trung Nghĩa k,0,0,0,0,0,0,0,0
ntđạt丨ꪜ,Ngô Trung Nghĩa chúc quán sớm cháy thành rác giống mấy thk pbvm,0,0,0,0,0,0,0,0
Toan Le,ntđạt丨ꪜ bắc cầy nhột ??,0,0,0,0,0,0,0,0
Minh Đức,Chúc thầy bán đc nhìu xe nhé,2,2,0,0,0,0,0,0
Ngô Trung Nghĩa,Minh Đức cảm ơn trò. Mới đi cháy phố về à,1,0,1,0,0,0,0,0
Minh Đức,Bao giờ trò vào thầy với trò đi làm cốc bia nhớ,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Minh Đức inova luôn trò. Có làm tí bài lá hay lỗ 10 k nhỉ,1,0,1,0,0,0,0,0
Minh Đức,Ngô Trung Nghĩa trò bỏ lâu r :)))),0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Minh Đức chín bỏ vào mồm. Bỏ 5h 6h chơi lại à,1,0,1,0,0,0,0,0
Nguyên Lưu,Opp,0,0,0,0,0,0,0,0
Lê Phúc,Quá đã,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Lê Phúc nhớ a quá,0,0,0,0,0,0,0,0
Lê Phúc,Ngô Trung Nghĩa lên bia,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Lê Phúc a đi mây về gió quá tr. nào rảnh qua e chơi a nhé,0,0,0,0,0,0,0,0
Lê Phúc,Ngô Trung Nghĩa ok,0,0,0,0,0,0,0,0
Hoàng Nam,Parky mãi đỉnhhhh,6,1,3,1,1,0,0,0
Ngô Trung Nghĩa,Hoàng Nam đi khắp muôn nơi b nhỉ,1,0,1,0,0,0,0,0
Tung Pham Duong,Hoàng Nam tuyệt vời,0,0,0,0,0,0,0,0
Tung Pham Duong,Hoàng Nam thao túng đám mọi bạn nhỉ. người Việt chính tông mãi xịn,0,0,0,0,0,0,0,0
Thỏ Láu,Chữ vàng nữa thì parky vô địch,2,1,1,0,0,0,0,0
Khoa Đặng,Nét quá a,1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Khoa Đặng cảm ơn e,0,0,0,0,0,0,0,0
Phùng Đình Cần,đẹp a ơiiii,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Phùng Đình Cần xong sớm cho a kịp khai trương đi,0,0,0,0,0,0,0,0
Phùng Đình Cần,Ngô Trung Nghĩa dạ a,0,0,0,0,0,0,0,0
Sun Châu,tên tiệm hơi ghê đó,3,1,2,0,0,0,0,0
Ngô Trung Nghĩa,Sun Châu có kinh nhưng k đều,1,0,1,0,0,0,0,0
Tung Pham Duong,Sun Châu vào group còn vui nữa chị Châu,1,1,0,0,0,0,0,0
Tung Pham Duong,người miền Bắc là vua rồi chị. mãi thắng và thống trị 3 miền,1,0,0,0,1,0,0,0
Hoàng Công Hoàng,Thành Công em nhé,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Hoàng Công Hoàng dạ vâng a,0,0,0,0,0,0,0,0
Cao Đức Huy,Nghệ cả rổ,0,0,0,0,0,0,0,0
Lê Thiện Toàn,Đẳng cấp,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Lê Thiện Toàn parky rất gì và này non,0,0,0,0,0,0,0,0
Phạm Văn Lươn,a xem có chân bán xe bảo vệ. e vào,0,0,0,0,0,0,0,0
Phượng Tuấn Versace,Hoành tráng lệ thế e,1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Phượng Tuấn Versace e a mà,1,0,0,1,0,0,0,0
Triss Nhật,Opp,0,0,0,0,0,0,0,0
Nguyễn Đăng Tình,Đại diện họ nhà trai đây rồi,1,0,1,0,0,0,0,0
Lê Tuấn Anh,Nghệ nhân rồi,0,0,0,0,0,0,0,0
Tống Phước Minh,Lên a,1,1,0,0,0,0,0,0
Ngô Trung Nghĩa,Tống Phước Minh bia đâu lên cưng,0,0,0,0,0,0,0,0
Tuấn Đạt VinFast,Chất đấy bác. Nhưng mà bác có cái mũ y hệt e :)),1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Tuấn Đạt VinFast e có phải tầm chục cái Dsquared. Có dịp e vs bác giao lưu,0,0,0,0,0,0,0,0
Phúc Huy,Nền đỏ chơi chữ vàng đúng yêu nước luôn,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Phúc Huy lộn r e giàu. A là chiếu dạ ngọc sư tử chữ trắng nhé. Chứ kp bôn tiêu,1,0,1,0,0,0,0,0
Vu Hao,Đc em,1,1,0,0,0,0,0,0
Ngô Trung Nghĩa,Vu Hao cũng dc a nhỉ,0,0,0,0,0,0,0,0
Vu Hao,Ngô Trung Nghĩa quá đc lun ý chứ,0,0,0,0,0,0,0,0
Nghĩa Nguyễn,Củ nghệ đấy,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Nghĩa Nguyễn ng gọi là nghệ cả củ,1,0,1,0,0,0,0,0
Maii Elsa,Phong thuỷ lắm nha,0,0,0,0,0,0,0,0
Xuan Nguyen Thi Minh,đẹp quá,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Xuan Nguyen Thi Minh sếp có góp vốn k sếp,1,0,1,0,0,0,0,0
Út Thiện,Hay ghê kkk,1,0,1,0,0,0,0,0
Trần Thái Thọ,Tên này có ảnh hưởng vùng miền k a kkk,1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Trần Thái Thọ hên xui a ơi,0,0,0,0,0,0,0,0
Tấn Cường,Ác vậy,1,0,0,1,0,0,0,0
Tung Pham Duong,Tấn Cường xịn mà bạn. vào group liền,1,0,0,0,1,0,0,0
Tung Pham Duong,người Việt chính tông ngoài Bắc thắng mọi là rõ,1,0,0,0,1,0,0,0
Nguyen HuynhNgoan,Lầy thiệt chớ,1,0,1,0,0,0,0,0
Tung Pham Duong,Nguyen HuynhNgoan ngon ngay,1,1,0,0,0,0,0,0
Tung Pham Duong,vào group vui cực,1,1,0,0,0,0,0,0
Tuấn Bạc,Ủa 2 idol làm gì v Trần Minh Trí,0,0,0,0,0,0,0,0
Phúc Nguyễn,Quá đỉnh,1,1,0,0,0,0,0,0
Ngô Trung Nghĩa,Phúc Nguyễn ủng hộ parky quê mình đi shop,1,0,0,0,1,0,0,0
Phúc Nguyễn,"Ngô Trung Nghĩa chưa qua nổi con lươn này chờ mình qua cua đi bro, à giò hôm nọ ok chứ?",1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Phúc Nguyễn miếng giò nghẹn nghẹn sao ấy. K trôi,1,0,1,0,0,0,0,0
Phúc Nguyễn,"Ngô Trung Nghĩa clm chửi nữa
mình ko có giò để mà nghẹn đây",1,0,1,0,0,0,0,0
Phạm Phương Nam,Ngô Trung Nghĩa Ông anh có buôn bán PKL không ? Lần sau e đổi xe xuống ủng hộ a.,1,0,0,1,0,0,0,0
Ngô Trung Nghĩa,Phạm Phương Nam xe gì a cũng bán e nè. Ae k mua bán giao lưu ok e à,1,0,0,0,1,0,0,0
Trường Sơn,Quá đẹp,1,1,0,0,0,0,0,0
Ngô Trung Nghĩa,Trường Sơn rảnh qua chơi nhé,1,0,0,0,1,0,0,0
Trường Sơn,Ngô Trung Nghĩa ok anh iu,0,0,0,0,0,0,0,0
Thịnh Nguyễn,Cái tên showroom ngầu quá anh ơi kkk.,1,0,1,0,0,0,0,0
Nguyễn Long,Chủ shop có cái SĐT đỉnhhhhhhhhh!!,1,1,0,0,0,0,0,0
Nguyễn Yên Quân,Vũ Đình Phong đcu :))),0,0,0,0,0,0,0,0
Hoàng Nhật,ăn nhau ở cái số điện thoại kia kìa !!!!!!,0,0,0,0,0,0,0,0
Phương Bụng Bự,Hợp với mệnh của e azai,1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Phương Bụng Bự ủng hộ a đi còn hợp nữa hâhh,0,0,0,0,0,0,0,0
Phương Bụng Bự,Ngô Trung Nghĩa chúc azai cưa hàng mới phạt tài a nhé,0,0,0,0,0,0,0,0
Dương Tuấn,Duyên Lê đặt cái tên đỉnh thiệt chứ kkkkk,1,0,1,0,0,0,0,0
Võ Minh Hậu,Nghệ cả củ,0,0,0,0,0,0,0,0
Phúc Em,Võ Minh Hậu dịch là Bắc kì hả H,2,0,2,0,0,0,0,0
Võ Minh Hậu,Phúc Em bạn đừng quậy a tui nữa.,0,0,0,0,0,0,0,0
Phúc Em,Võ Minh Hậu kkk,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Phúc Em dc của ló đấy,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Võ Minh Hậu mai rảnh qua a choei,1,0,0,0,1,0,0,0
Phúc Em,Ngô Trung Nghĩa kkk,0,0,0,0,0,0,0,0
Võ Minh Hậu,Ngô Trung Nghĩa chiều hả a,0,0,0,0,0,0,0,0
Lu Hí,Chúc chị may mắn thành công trên mọi lĩnh vực,1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Lu Hí ủa alo thím nói gì thế thím,1,0,1,0,0,0,0,0
Long Anh,Định qua cầm cái xe mà tên vậy lại thôi,0,0,0,0,0,0,0,0
Nguyễn Văn Thực,"Long Anh bọn trong ấy chỉ đi cầm cố thôi à b. Để ae parky bọn t vào cầm cho
,",1,0,1,0,0,0,0,0
Trung Vũ,"Địt cụ thằng ranh con phản quốc này. Bố chúc tiệm mày làm ăn thất bát, sớm phá sản",33,16,10,0,4,2,0,1
Bố Cái Ly,Trung Vũ đanh đá vậy cha,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,"Trung Vũ chính những cm ntn của b mới làm ng bắc mình bị pbvm đó b. Khi b muốn phát xét ai trước tiên hãy tìm hiểu đã b nhé. B cũng từng đi xkld, b cũng xa nhà xa quê đi làm ăn đất người r. B cũng có con, lâp gia đình rồi. Nếu tiệm b mở có ai vô nói nh… See more",28,16,11,0,1,0,0,0
Ngọc Nam,Ngô Trung Nghĩa bạn cái lolll mẹ mày ai bạn bè gì với m mà bạn với bè loại mày chưa đủ tuổi thằng ranh con,3,0,3,0,0,0,0,0
Nguyen Dinh Hieu,Ngô Trung Nghĩa nói câu này thì phải xem đầu óc lúc đặt tên quán không muốn người ta nói thì đừng đặt chúc sập tiệm làm ăn thua lỗ,2,2,0,0,0,0,0,0
Jade Hoàng,"Nguyen Dinh Hieu cái tên có qq gì mà ngại? Tổ trưởng t người Bắc t cũng người Bắc ông ý dùng từ Bắc Kỳ suốt. Càng ngại vs cái tên đó càng bị bọn nó nắm thóp trêu ghẹo, mà thắc mắc cái nó có cái mẹ gì đâu mà sợ nhỉ? Mấy ông bị làm sao vậy?",2,1,0,0,1,0,0,0
Chú Cừu Tên Huy,Ngọc Nam thì thằng chủ tút bảo gì mày đâu mày nhột nên mới xồ cắn ngta như con chó dại cắn người đi qua trong khi ngta còn chẳng làm gì chắc mày biết rồi xưng bạn với người lạ để tỏ ra gần gũi thực tế đéo lấy ai rãnh nhận mày là bạn thân cả người mày t… See more,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,"Nguyen Dinh Hieu mình người bắc luôn đó b ạ. B càng tránh né thì b càng phải gặp nó luôn đó b. Thay vì mình bực bội, mình khó chịu thì mình hãy đón nhận nó bằng 1 thái độ tích cực nhất. Bản thân mình người bắc mình làm việc trong nam. Mình thấy k vd gì… See more",4,4,0,0,0,0,0,0
Tú,Ngô Trung Nghĩa hay quá a,0,0,0,0,0,0,0,0
Ducanh Tran,Jade Hoàng bắc kỳ là từ ngày chiến tranh bọn giặc dùng để chia rẽ nước ta hai miền nam bắc giống triều tiên đấy thằng ngu mày hiểu không mà cãi,0,0,0,0,0,0,0,0
Jade Hoàng,"Ducanh Tran bạn à. Tôi k quen k biết bạn, cũng k chửi bạn. Nói chuyện đàng hoàng. Gặp ai chửi đó thì bảo sao lúc nào cũng nhột khi bị gọi là Bắc Kỳ",0,0,0,0,0,0,0,0
Trung Vũ,Jade Hoàng m ngu ko hiểu về lịch sử nó trả chửi cho khôn ra,0,0,0,0,0,0,0,0
Jade Hoàng,"Trung Vũ
Rồi bọn nam kỳ, trung kỳ sao nó k sao? Cái miệng như vậy bảo sao luôn bị pb.",0,0,0,0,0,0,0,0
Huỳnh Ngân,Ngô Trung Nghĩa ai thèm làm bạn thứ m mà mày ở đó bạn bạn,0,0,0,0,0,0,0,0
Đông Dương Nguyễn,"Ngô Trung Nghĩa b lôi từ nhạy cảm như vậy bị chửi cũng đâu có sai , rồi lại bảo vì thế này thế nọ hài",0,0,0,0,0,0,0,0
Nguyễn Hữu Thảo,Trung Vũ cái loại này sập cụ n tiệm đi chứ để cái biển như c,1,1,0,0,0,0,0,0
Khanh Phùng,Trung Vũ cay à,1,0,0,0,1,0,0,0
Tô Nhứt Phi,Trung Vũ parky nhìn mặt như c,1,0,0,0,0,1,0,0
Đinh Quốc Khánh,Tô Nhứt Phi đcm mày nhìn lại mặt mày đi xấu vcl ra còn nói,0,0,0,0,0,0,0,0
Tô Nhứt Phi,Đinh Quốc Khánh t hơn nó là đc,0,0,0,0,0,0,0,0
Đinh Quốc Khánh,Tô Nhứt Phi lũ cali lưu vong bọn mày bên đó sống tốt chứ,0,0,0,0,0,0,0,0
Tô Nhứt Phi,"Đinh Quốc Khánh t người miền Nam
ghét mấy thk parkycho thôi",0,0,0,0,0,0,0,0
Đinh Quốc Khánh,Tô Nhứt Phi haizz sao lại có 1 số bọn phản động pbvm như mày nhờ? Cái bọn đéo thật người,0,0,0,0,0,0,0,0
Tô Nhứt Phi,Đinh Quốc Khánh tại máy thk parkycho nó mất dạy trc nên bọn t mới chửi thôi,0,0,0,0,0,0,0,0
Đinh Quốc Khánh,Tô Nhứt Phi Không phải do bọn mày hùa theo lũ Cali hả:),0,0,0,0,0,0,0,0
Tô Nhứt Phi,Đinh Quốc Khánh máy thk 3 que t cũng ghét m thấy mấy người bắc khc t có kì thị ko chỉ mấy thk parkycho này t mới kì thị thôi,0,0,0,0,0,0,0,0
Đinh Quốc Khánh,Tô Nhứt Phi ừ vậy cũng đc chứ thấy mấy thg kia cũng hùa theo đéo khác gì bọn cali nhưng cái từ parky là nó phân biệt cả miền Bắc r,0,0,0,0,0,0,0,0
Nguyễn Minh Sơn,Trung Vũ bản chất parky chớ có lầm với ai.,4,1,2,0,0,1,0,0
Trung Vũ,Nguyễn Minh Sơn đầu đất óc cứt :)),0,0,0,0,0,0,0,0
Tung Pham Duong,Nguyễn Minh Sơn ngon luôn,0,0,0,0,0,0,0,0
Tung Pham Duong,group này đẩy nam kỳ vào đường cùng,0,0,0,0,0,0,0,0
Đỗ T.Quang,parky cayyyyyyy :)))),1,0,0,0,0,1,0,0
Quốcc Thái,Trung Vũ bộ ăn cức hả cha=)),0,0,0,0,0,0,0,0
Tâm Vương,Sát bên mong dc chiéu cố,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Tâm Vương dạ a có dịp ae giao lưu ạ,0,0,0,0,0,0,0,0
Âu Chí Lân,Mặt bằng đẹp a ơi,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Âu Chí Lân ước dc dí đại phát,1,0,0,0,0,0,0,1
Thành Việt Nguyễn,"Bố cụ cùng chung một mảnh đạt hình chữ S đặt tên quán để cho bọn 3 que vào phán xét
Chịu thật
cũng nể lắm",19,15,4,0,0,0,0,0
Lãm Lãm,"Thành Việt Nguyễn Phải tự hào là parky chứ, lịt mẹ như bố này",0,0,0,0,0,0,0,0
Suu Bin,"Lãm Lãm ở chỗ tui có anh kia người Thái Bình đặt tên tiệm của ảnh là Bắc kỳ sun , tui thấy bình thường có sao đâu , nhiều người suy nghĩ sâu xa quá",2,1,0,0,1,0,0,0
Suu Bin,Pug Dolly :))),0,0,0,0,0,0,0,0
Nguyễn Quang Vinh ✅,Lãm Lãm m là 3/ chứ bk cc gì. Loại rác,0,0,0,0,0,0,0,0
Lão Mậpp,Thành Việt Nguyễn tụi 3q này nó tạo ra để chia rẽ mà,1,0,0,0,1,0,0,0
Thành Việt Nguyễn,Lão Mậpp em chưa gặp trường hợp nào như thế này cả cũng nể thật,1,0,1,0,0,0,0,0
Hoai Nam Nguyen,"Thành Việt Nguyễn chả sao, mình càng tự hào là người Bắc thì chẳng có gì là phải sợ cái chữ Bắc kỳ, chẳng qua chủ tiệm hài hước thôi chứ toxic chi",0,0,0,0,0,0,0,0
Huỳnh Ngân,Thành Việt Nguyễn tại nó bú fame nên v á mà,0,0,0,0,0,0,0,0
Tâm Vương,Hiểu nè,0,0,0,0,0,0,0,0
Huy Lê,"Đm chú chất vl, cháu namki còn thấy ngầu",12,4,6,0,1,0,0,1
Ngô Trung Nghĩa,Huy Lê yêu cháu. Có dịp qua ủng hộ chú nhé.,2,1,0,0,1,0,0,0
Nguyễn Công,"Vkl
t MB nhưng mà thấy tên b đặt chất chơi đấy
, chúc b ""mua mau bán đắt nhé"" ko ủng hộ bằng hiện vật đc nên ủng hộ bằng lời nói",2,1,0,0,1,0,0,0
Ngô Trung Nghĩa,Nguyễn Công cảm ơn b nhiều. Mình lấy tên này để làm động lực mà. Chúc b 1 buổi tối an lành nhé,1,0,0,0,1,0,0,0
VIET VIP windows,"Mình đọc cm của nhiều bạn sao thấy cay nghiệt với chủ thớt thế nhỉ. Bạn ấy là người miền bắc và bạn ấy đặt cái tên như vậy với mục đích như đã trình bày thì đâu phải pbvm.
Hơn nữa Parky gì gì đó thì đã sao ! Bắc kì hay Nam kì là tên ngày xưa Pháp nó g… See more",0,0,0,0,0,0,0,0
Bùi Thanh Phương,Làm nhân viên ở đây có bị úp không vậy anh,2,0,2,0,0,0,0,0
Ngô Trung Nghĩa,Bùi Thanh Phương mình làm gì sai đâu mà úp e nè. Sống và làm việc thượng tôn pháp luât,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Cùng họ tên nào anh zai ủng hộ em con đồng hồ nhé,1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Ngô Trung Nghĩa tiền đâu mua đồng hồ e k nói,1,0,1,0,0,0,0,0
Lê Minh Hiếu,mấy thằng tư tưởng phân biệt vùng miền mà thấy thương các cụ hy sinh giành độc lập đất nc . nghĩ trong chúng m nhiều thằng tốt đẹp lắm hả mà lên fb chê bai,5,3,2,0,0,0,0,0
Nguyễn Minh Vương,Lê Minh Hiếu thì nó có cái tư tưởng muốn đớp cứt của bọn tây ấy mà,1,0,0,0,1,0,0,0
Phạm Vanh,Lê Minh Hiếu tư tưởng cut mỹ là nhất nên vậy :)),0,0,0,0,0,0,0,0
Nhật Phạm,Tư hào parky,1,0,0,0,1,0,0,0
Ngô Trung Nghĩa,Nhật Phạm cảm ơn b nhiều,0,0,0,0,0,0,0,0
Phan Huu Phuoc,"Chịu thua cali con
còn bảo đặt tên để pr nữa pr thằng cha nhà m
bộ m hết tên để đặt hay gì . Bác hồ đã cố hy sinh cho đất nước mà bâyh bác nhận loại toàn thứ rác rưởi , đúng sv cali con",1,1,0,0,0,0,0,0
Nguyễn Văn Tiến,t thấy parky nghe sang vl.. ai nghĩ là chửi chứ t thấy như đang ở 1 đẳng cấp trên,0,0,0,0,0,0,0,0
Nguyễn Tôn,Nạn phân biệt vùng miền đang bị bọn 3 que nó công kích còn đặt cái tên này nữa thì khác đéo gì đi bú fame bọn nó. Tưởng thế là hay nhưng lại là ngu. Thế mà cũng có bọn đú theo chúc mừng,2,1,1,0,0,0,0,0
Phương Phan,"Nguyễn Tôn dạo này nghệ sĩ còn PR bẩn cơ mà
thằng này sớm muộn cũng bị tẩy chay thôi",0,0,0,0,0,0,0,0
Nhân Nguyễn,Phân biệt vùng miền à,0,0,0,0,0,0,0,0
Nguyen Ngoc Anh,"chúc bác 30/04 vui vẻ, tràn ngập tiếng cười bên gia đình và người thân chứ không phải là tiếng khóc nhân ngày 30/04. chúc cửa hàng bác sống đúng với cái tên của cửa hàng bác nhé. lớn rồi mà ngu",1,1,0,0,0,0,0,0
Bêck Nè,Mong cả nhà bạn chết vì xe tông,0,0,0,0,0,0,0,0
Mạnh Trường,Chính tỏ mẹ mày djt nhau vs ông hàng xóm đẻ za 1 con súc vật như m,0,0,0,0,0,0,0,0
Bình Họ Lê,Âu sít biết lý do nhưng thấy cmt nhiều thiên tài quá nên phải nói thôi nói chung là anh em miền nam vui vẻ hoan hỉ nhé cứ nam kỳ bắc kỳ mạnh nữa vào anh em ạ phân biệt mạnh vào anh em ạ rồi để cái công giải phóng vứt đi thôi sắp 30/4 rồi giờ miền Nam c… See more,2,1,1,0,0,0,0,0
Nguyễn Văn Giang,Chúc cửa tiệm sớm cháy,0,0,0,0,0,0,0,0
Hiếu Eris,Tuy là người miền nam nhưng t lại ghét bọn phân biệt vùng miền vcl không hiểu sao đẻ ra lành lặn mà sao tư duy ngu dốt thế nhỉ,4,3,1,0,0,0,0,0
Ng Minhh,Cali kay à ăn bố mày đi 30/4 chạy như một con chó ố,0,0,0,0,0,0,0,0
Nguyễn Văn Long,parky làm cầm đồ . cali đéo có tiền trả bị parky đánh cho như chó,0,0,0,0,0,0,0,0
Đàm Phương Linh,"Chúc chủ tiệm làm ăn thất bát ,gia đình tan nát,toàn xe hết date.",1,1,0,0,0,0,0,0
Dang Anh Tu,"Giờ vẫn còn thành phần kiểu ảnh hưởng chất độc màu da cam thế này! Trình độ văn hoá chắc đéo qua Tiểu học rồi! Người có học người ta đâu có thế
🙂‍↔️",3,2,1,0,0,0,0,0
Thịnh Linh,Có sửa xe tăng không? Vừa đâm lủng cửa dinh xe bị móp tí,0,0,0,0,0,0,0,0
Nguyễn Lê Minh,Thằng add giòng họ bại não hay sao lại đi bú fam kiểu phân biệt cùng miền,2,1,1,0,0,0,0,0
Nguyễn Phượng,"VTV1 - Đài Truyền Hình Việt Nam
VTV24",0,0,0,0,0,0,0,0
Duy Loc,Đặt vầy bảo sao tiệm ế,0,0,0,0,0,0,0,0
Phạm Thành Nguyên,Sau có tiện namky à,0,0,0,0,0,0,0,0
Nguyễn Thành Nam,Minh Ming,0,0,0,0,0,0,0,0
Huy Hoang,"Chữ này là của vị giáo sư tiến sỹ nào đúng ko nhỉ.chứ trong tiếng việt làm j có loại tây chẳng ra tây,ta chẳng ra ta này",0,0,0,0,0,0,0,0
Bùi Lã Đình Khải,30/4 sắp đến rồi,0,0,0,0,0,0,0,0
Tr Baoanh,Nguyên Thanh Lâm,0,0,0,0,0,0,0,0
Nguyên Thanh Lâm,Tr Baoanh sắp sập quán,1,0,1,0,0,0,0,0
Tr Baoanh,Nguyên Thanh Lâm :)),0,0,0,0,0,0,0,0
Dương,"Chịu thật , từ nhạy cảm phân biệt vùng miền nhất mà cũng lôi ra để làm tên quán được . Chắc bú đồ nhiều lắm",1,0,1,0,0,0,0,0
Hồng Gia Bảo,mãi đỉnh,0,0,0,0,0,0,0,0
Bùi Tiến Thành,Ngô Trung Nghĩa,0,0,0,0,0,0,0,0
Lê Tường,ko có namki hay parky nào cả. chung 1 một ngôn ngữ mẹ đẻ điều là ae,1,0,1,0,0,0,0,0
Ah Dương,Thế thôi à. Tao đoán 1 tháng sau cái biển này sẽ toang thôi,1,1,0,0,0,0,0,0
Thắng Hàn,Sao k đặt là nam kì. Đặt bắc kì nghe nó nhức nhối quá,1,0,1,0,0,0,0,0
Hoà Nguyễn,Thắng Hàn vì chủ tiệm người bắc vào nam lập nghiệp. Họ tự hào là dân bắc kỳ thì họ đặt thôi bác. Có gì mà nhức nhối,0,0,0,0,0,0,0,0
Thắng Hàn,"Hoà Nguyễn nhưng mà nghe thấy từ bắc kì nghe nó kì thị cực kì luôn. Dân miền nam nó hay chửi dkm lũ bắc kì. Sao k dùng miền bắc. Ông chủ tiệm kia cũng nước đôi, có thể nghĩ là bắc kì là dân miền bắc, nhưng cũng có thể nghĩ là nó đang bợ đít mấy ông tro… See more",2,0,2,0,0,0,0,0
Hoà Nguyễn,Thắng Hàn 1. Dân miền nam mình ko dùng từ dkm mẹ. Dân miền nam cũng ko ai chửi bắc kỳ cả. Họ hay dùng từ miền ngoài để chỉ cả miền bắc và miền trung. Nên đừng áp đặt câu chửi như vậy cho dân nam bạn nhé.2 có gì mà bạn thấy khó chịu. Mình dạo 1 vòng cmt… See more,0,0,0,0,0,0,0,0
Thắng Hàn,Hoà Nguyễn thì trước h hay thấy mấy ông chửi vậy. Tui cũng kb là dân trong ấy hay là bọn cộng hoà nữa.,0,0,0,0,0,0,0,0
Hoà Nguyễn,"Thắng Hàn trong đ
ụ m .ẹ, đ ụ m .á thôi. Đkm là câu chửi miền ngoài rồi đấy",0,0,0,0,0,0,0,0
Nguyen Minh Duc,Mong sớm được cán bộ chăm sóc,0,0,0,0,0,0,0,0
Phạm Minh,"Để cái tên đó nó có ảnh hưởng đến pbvm quá không ad,đã thế đang trong thời kì pbvm nữa chứ",0,0,0,0,0,0,0,0
