ID,comments
2182,"chất lượng là được thỏ ơi, miễn m đừng hứa"
2183,Ye khơ me
2184,Tao Làm Thịt thỏ xào lăng luôn
2185,"T định tha thứ rồi thỏ mà viết sai chính tả ,t tức á"
2186,hết trà rồi D:<
2187,Lẹ lẹ thỏ ơi
2188,Đợi hơi lâu rồi nhe thỏ Thỏlon
2189,"Hết xèng chưa,khai thật đi thỏ"
2190,Trí Minh đợi dài cổ
2191,ê tưởng lấy gửi tiết kiệm rồi chứ = ))
2192,hẹn chắc có là được chứ ông bắt chước như cái game the day before hẹn từ năm này sang năm khác vẫn chưa có .
2193,Viết sai 9 tả mậy
2194,Tưởng cõm mất 1t5 rồi :)) định up bài phốt r đó
2196,Sắp hết 2 tháng delay
2197,=)) toy đợi 2 tháng r người ơi
2198,"18/12 r nè thỏ, hóng như hóng mẹ đi chợ về luôn"
2199,9 ngày nữa là đủ 60 ngày kể từ khi m đăng tus. Hay nói cách khác là đúng 2 tháng r á thỏ
2200,Gần Tết luôn rồi thỏ...
2201,"Chuẩn bị đến hạn dl r mầy:))), tụi teo sắp tắt thở rồi, nhanh nhanh trước khi tụi t lập bàn cúng tế mầy rồi tèo"
2202,bao giờ sốp mainnet ạ
2203,FPTSHOP 149 TÔ NGỌC VÂN CHỈ CẦN TRẢ TRƯỚC 758.000Đ NHẬN NGAY TIVI XIAOMI
2204,Xem những mẹo hỗ trợ giảm cân cực nhanh cập nhật hàng tuần tại Slender.waist
2205,"ê con thỏ, chuẩn bị đến hạn DL rồi nghe mậy"
2206,nhanh mọe mày lên
2207,Đã à đẹ ì ô â ệ ớ í. Nam hay nữ đều giảm được. Thông tin ở: Slender.waist
2208,:)) có chưa Thỏ ơi tao sắp không trụ được rồi Chờ từ lúc tao với thằng nyc còn chưa yêu đến khi chia tay vẫn éo có
2209,ủa đăng dì đi để tui like nữa thỏ ơi mém xíu tui quên gòi á:))))))
2210,cthuc nào
2211,gần Noel r cố lên Thỏ .... đêm Noel thà xem phim hoạt hình của Thỏ chứ khum thèm xem các cặp đôi đi chơi
2214,bạch tuyết và chú lùn của cô âyz
2215,Phục hồi “Eo thon - Dáng chuẩn”
2216,thứ mà cmay kbh hiểu dc
2217,Mong là phim sẽ ra trong Tết:)
2218,"Hoạt hình này thấy lạ lạ kêu gọi quyên góp rồi lặng im luôn chịu , trong khi đó cái hoạt hình heo đen cũng giống như này mà nó có kêu gọi quyên góp để làm phim gì đâu , nhưng tập nó ra vẫn đều đều , hơi khó hiểu"
2219,T hơi bị nghiêm túc nge
2222,Slender.waist
2223,Giải đáp thắc mắc cho câu hỏi “Sản phẩm của @slender.waist có giảm được mỡ đùi và bắp chân ko?” CÓ! CÓ! CÓ!!! Điều quan trong phải nói 3 lần. Thông tin site: Slender.waist
2225,"Thỏ nó ôm tiền bỏ trốn, bỏ fanpage luôn rồi qc rác tùm lum"
2227,"sắp hết 2 tháng r đó con thỏ kia :)))), có tập nào cho ae xem chưa"
2228,"Tháng 12 r bây ơi, lót dép hóng th"
2229,Huy Quang e đợi từ bữa giờ á
2230,"Nguyễn Thụy Thu Hiền uầy, a cũng lót dép hóng thôi"
2232,bị phong ấn
2233,PHƯƠNG PHÁP GIẢM CÂN HIỆU QUẢ Cam kết vàng cho sản phẩm GIẢM ÍT NHẤT #5KG >> #8kg CHỈ SAU 1 HỘP… See more
2235,20 ngày là tới hạn nha
2236,"Tạm biệt ""CHÂN TO""”- KHÔNG LO DIỆN ĐỒ. --Không lên được đồ đẹp vì “ CẶP ĐÙI ẾCH quá khổ”?? --Nỗi khổ mỗi khi mặc đồ luôn bị chật ở CHÂN?? Xem thêm site: Slender.waist"
2238,ngày mai là tháng 12 rồi đó ra trailer 2 đi khúc cuối hẹn lịch luôn
2240,hehe
2241,Liệu 2 tháng nữa có được không nhỉ
2242,Doanh thu có chia cổ tức ko còn biết ủng hộ thêm ;))))
2243,Đã à đẹ ì ô â ệ ớ í. Nam hay nữ đều giảm được. Tham khảo trang: Slender.waist
2244,"Bất chấp các loại cơ địa lỳ nhất, thừa cân lâu, khó giảm, lờn thuốc HỘI CHỊ EM MUỐN XUỐNG KÝ AN TOÀN THÌ VÀO CẢ ĐÂY!!! Giảm cân nhanh chóng và cực an toàn… See more"
2245,Khổ thế nhở
2246,4 tháng r ch ra j á thỏ
2247,"Sắp đến ăn cưới, đám tiệc rồi bạn ơi ! Thân hình “ quá khổ “ tròn xoe, ục ịch, chọn đồ diện mà mãi chẳng vừa bộ nào - cảm thấy ngao ngán. Đi ra ngoài cảm thấy thật đáng sợ vì phải đi gặp mọi người, bị hỏi han cười chê chỉ biết trốn nhủi trong nhà khôn… See more"
2250,Chờ tháng qua tháng vẫn ko có tập mới
2253,lặn lâu quá t tưởng m ôm luuôn r á thor^^
2254,Scam
2260,Hóng phem mới qóa
2264,"IPAD PRO SIÊU KHUYẾN MẠI TẠI FSTUDIO 137 TÔ NGỌC VÂN Từ 17 - 20/11, iPad Pro 11 M2 ưu đãi đến 5 triệu. Giá chỉ từ 20.190.000Đ F.Studio by FPT - Cửa hàng Apple chuẩn toàn cầu"
2265,Giải đáp thắc mắc cho câu hỏi “Sản phẩm của @slender.waist có giảm được mỡ đùi và bắp chân ko?” CÓ! CÓ! CÓ!!! Điều quan trong phải nói 3 lần. Xem thêm tại: Slender.waist
2267,hóng quá
2269,Ồ hay thì dồ nét cho 250k
2270,Khẩu xà tâm phật
2271,Liệu hồn nha con thỏ kia
2272,xu cà na
2273,Bỏ cái tật
2274,Rất mong mọi người dành 1s click vào fapage DeLotus Vue giúp em với ạ. Em xin chân thành cảm ơn tất cả mọi người
2275,Ngồi chờ thì nghía qua Xóm Ngộ mín cho bớt chờ
2276,“xin lỗi” kh phải “Sin lỗi” nhé Thỏ =))
2277,chuẩn
2278,giống mình vãi
2279,bao giờ up tập mới lên youtube nhỉ
2280,Làm gì thì làm nhưng giao thừa là phải có 1 tập cho em nhen
2281,Ê thỏ. M viết xai chính tã kìa. Xin lỗi chứ ko phải sin lỗi nhá. Trê.....
2282,làm về độ xe đi thỏ một màu vd như sirius á
2283,"lâu nha, t bỏ like"
2284,Tặng Thỏ
2285,cho hỏi có bài hát anh muốn là wibu không ?
2286,chúc mừng nha
2287,Ê mày bắt tao ăn cái ghế tao chết rồi ai coi phim của mày hả thổ
2288,cố nhên thỏ
2289,anh thỏ có gom tiền bỏ trốn k ạ
2290,còn 1 tháng nữa cố lên tưởng hôm nay chiếu cũng sinh nhật tôi luôn
2291,Nhanh lên thỏ ơi
2292,Ý là...ăn xong cái ghế mới có coi đúng hem
2293,không hiểu cho lắm
2294,=]]
2295,Nút hả dạ ở đâu?
2296,Có kêu gọi donate không thỏ á
2297,Kẹt website Thỏ Bảy Màuu
2298,Chờ hơi lâu
2299,ý trời
2300,Khai thật đi m lấy tiền quyên góp xây cầu cá mua cà rốt hết r phải k con thỏ ?????
2302,Xin lỗi viết sai chính tả là không trân thành do Thỏ
2303,Nhớ con quỷ thỏ quá bây
2304,Ko có là tui ăn thịt thor à
2305,Thành tựu mới
2306,Scam cđm đi thỏ
2307,HIRE MORE ANIMATORS
2308,Ồ k sin lỗi tưởng m chết ròi chứ thoả
2309,Từ từ làm lâu cũng dc chất lượng là dc
2310,T tưởng lặn luôn rồi thor
2311,Đợi nha Thỏ
2312,Dọumá xin lỗi mà cũng mặn nữa
2313,Chờ lâu thi phải làm cho tới nơi để ko mất 200k donate của tao nha m . Của it lòng nhiều
2314,"Làm xong đêm lên chiếu rạp nữa thì chắc được nhiều người ủng hộ lắm luôn , những nhà tài trợ donate dc free vé, nhãn hàng lên bảng đếm like , mở ra vũ trụ con thỏ cạnh tranh với vũ trụ marvel. Vương tầm thế giới ko dám nói chứ vs kiểu duyên hài hước vu… See more"
2315,Xin Sin
2316,vừa lòng dễ sợ
2317,"Nói thật đi, m đem hết bao nhiêu tiền đi đánh bài rồi Thỏ??"
2318,"Thua bài, đang kiếm đường gỡ chứ gì"
2319,ăn cái ghế thì mày ăn đi thỏ t uống nước đc rồi
2320,Kiểu này là thỏ đem đi quánh bài thua hết tiền r
2321,"Vô dụng, cho mày làm thỏ 7 món bây giờ"
2322,Delay qài z
2323,Xuân Đào hok chịu hả j
2324,Le Tan Hao hok chiệu
2325,"Thỏ ơi cố gắng lên nha, lm phim cx chẳng phải điều dễ dàng. Mà thỏ ra phim hơi lâu á nha"
2326,chỉ t ăn cái ghế đi?
2327,Đứa nào nhận đc quà chưa
2328,Lâu hơn phim trấn thành nữa
2329,Ngồi xuống bánh ăn cái nước uống miếng ghế
2330,"Cuộc đời bất công quá thỏ, m làm lẹ lẹ lên gần hết năm rồi, ko lẽ m đợi sang năm mới cho tụi t coi. Thật là vô nghĩa, đợi mà muốn mọc rễ luôn rồi thỏ ơi"
2331,K phải đâu delay do allin rồi :)))
2332,Ôm hết tiềng tiêu hết rồi đúng hong :))
2333,sin j sin thì sin cos cos sin hã
2334,Tivi đưa tin nó lấy tiền đô nết đi quánh bài hết trơn rồi mà mọi người vẫn tin mỏ nó...
2335,M nói thiệt đi m ôm tiền đi quánh bài dí con Én hết rồi đúng k Thỏ
2336,Mình làm ben Hải Yến ở Viện Thẩm Mỹ Yến Nhi được 2 tuần 10 điểm chất lượng
2337,"cầm tiền quánh bạc dí én rồi phải không, giờ đang gỡ ha"
2338,Con thor này coslay sên à
2339,M triệu hồi ông năm lên diễn xiếc cho đỡ chán đc không thỏ .
2340,Ra phim đất rừng phương nam hả thỏ phiên bản hoạt hình hả thỏ Thỏ thấy pb điện ảnh ko rút kinh nghiện nha thỏ
2341,"2 tháng của năm nào thỏ ơi, giờ tự nhiên thèm thịt thỏ 7 món quá"
2342,Tầm này nuốt tiền rồi :)))
2343,T với con t đợi m mòn đít rồi thỏ à
2344,Xin
2345,"Cố lên thỏ ơi, xây cái cầu cá thang máy hả gì mà quành tráng dữ dị"
2346,Vứt cái trailer ra đây con thỏ kia
2347,Là phải đợi tiếp
2348,Lẹ ko cái kênh sắp mốc rồi
2349,Hết sí quách
2350,Cứ tưởng sủi rồi chứ :)))
2351,mới thắc mắc cái chát xong
2353,Hy vọng kịp trước tết để có cái coi còn biết donates tiếp :))) chứ delay quá chời delay rồi
2354,Sai chính tả. Mà còn kêu tụi t ăn cái ghế. M muốn thành 7 món hả Thor? :))
2355,Tao nhai luôn cái bàn rồi nói chi cái ghế
2356,Tao qua nói con Én cho nó móc chơi.
2357,Sin nỗi
2358,Thỏ lại cá độ hết tiền nên delay thêm 2 tháng
2359,M là m còn nhiều cái tao chưa thèm nói đâu đấu
2360,tôi lót dép chờ ông nếu hay năm sau góp lúa típ :)))
2361,Cũng được. Nhưng k được viết sai chính tả.
2362,Lỡ rồi loét luôn đi
2363,Okok
2364,m cầm tiền vịt lót mua cổ phiếu nhãn nào khai thật ra ?
2365,Ko ra phim thì ra 1 2 trang truyện nhỏ chớ
2366,"Fan chờ ""Thế giới không não "" lúc này:"
2367,Đang hold con nào đấy thỏ
2368,Nguyen Tuan Hung :)) hóng tiếp đi anh
2369,Nguyen To Tam delay sang năm mới luôn
2370,Chắc tài xỉu hết 1.5 toi rồi
2371,Đợi lâu được đó nhưng cái sắp chiếu dài bao nhiêu phút =))? Đợi xong phát hành một vid dài 15p là hông chịu à nhen
2372,Lót dép chờ muốn mòn cái đôi dép rồi.
2373,cầm vkhí hợp quá ha
2374,"Chiến tranh người ta ném lựu đạn, ném bom. Nhưng t nghi con thỏ mất dạy này nếm sh*t, bom thúi trong đại chiến cầu cá tra quá"
2375,Mày đi học lại tiếng việt cho tao Thỏ ơi
2376,Tưởng con thỏ chôm quánh bạc hết r
2377,Chưa ra trailer nữa pr dữ dị ba..
2378,Mãi iu Thỏ
2379,Vũ Thanh Sơn iu em
2380,Phạm Thảo vl em nào =)))
2381,Vũ Thanh Sơn tất cả các em iuuu
2382,T đợi m hơi lâu rồi đó thỏ 2 tháng nữa không có vid t mang m đi xằn lao
2383,Chắc t nhét củ cải dô đjt’ m quá Thỏ
2384,có chất lượng thì bao lâu cx đợi m đc thôi thỏ bảy món ơi
2385,để tết hãng ra cho đẹp =))
2386,M làm t thất vọng nhen thỏ..
2387,Trả tiền donate đây
2388,chờ đợi đừng để thất vọng nhiều là oki
2389,1/1 ra nhe thỏ ơi
2390,Phuong Quynh Nguyen Ngoc moá trượt deadline 2 tháng xong 4 tháng r 6 tháng là đúng quy trình
2391,khả năng cao là tới tết sẽ ra phim :Đ
2392,Chắc mải mê kiếm sổ đỏ của ông nội đây mà
2393,ăn chưa no ngủ chưa kĩ :))) chắc chưa hết tiền
2394,Trả tiền đây!
2395,Thỏ ơi t còn tưởng m lấy hết tiền bỏ trốn r đó
2396,M xây cái cầu cá tra 2 tầng hết tiền r thì có :)))
2397,Chúng tôi không thương lượng với người sai chính tả
2398,Đừng nghe con thỏ giảng đạo lí
2399,"""Xin"" lỗi nhé chứ k phải ""sin"""
2400,"Đm thỏ, bố mày unfollow"
2401,Đừng có làm xong rồi nói là lãi 6 trịu nhé :))
2402,Khi nào cầu cá tra nó có cái bô thì mới hết cục đc.kkk
2403,"Ê Thỏ, đợi tới tết ra chung loạt phim tết luôn..."
2404,"Rồi, thor nó đánh bài thua tiền nên giờ ngồi lí do đấy"
2405,thỏ có mở lại donate để ae đến sau kịp thời ủng hộ cái bánh mì với
2406,Mấy tỉ quánh đề rồi hử bây :)))
2407,Hèn j dạo này thấy im ru
2408,Đánh đề đề hết rồi chứ gì!?
2409,"Thỏ à, có xin lỗi cũng là xin lỗi chớ hông phải Sin lỗi nha"
2410,Êy sửa cái lỗi chính tả XIN LỖI đi Thỏ
2411,Háo hức
2412,M ôm tiền all in rồi phải không
2413,ngồi đợi mòn dép rồi này thỏ
2414,Oki
2415,Méo tin
2416,Đó giờ toàn làm liều không giờ Thỏ biet suy nghĩ hơn rồi. Unfollows hoy
2417,Thế là đến tết đó thỏ
2418,Cái gì delay 2 tháng nay qua quý 4 thì tập 10 rồi
2419,Đi quánh bài chưa gỡ đc vốn chứ gì
2420,Thà đừng donate thì còn có phim coi. Donate xong nghỉ coi lun
2421,thỏ đem tiền quánh bài đang gỡ gạc hẻ
2422,M xài hết 1 tỷ mấy rồi phải ko thỏ
2423,Mài lặn hơi sau nghe thỏ. Lặn còn sâu hơn cả tàu ngầm
2424,Tạm tin mày nhen thỏ
2425,Nhận job làm VA quần chúng nha Thỏ=)))
2426,Móe con thỏ mày tuyển t dô đi t vẽ phụ chục tập không công luôn
2427,Ăn hết mấy cái ghế rồi chứ 1 cái nói chi nữa
2428,Ê nhưng mà con Thỏ m viết đúng chính tả dùm t cái được không?
2429,"Lạy t đi, t đứng cuối hàng nè"
2430,Ờ! T chờ cho m dui nghen thỏ
2431,Éo tin
2432,Tung thêm trailer đi bro. Không là nó đồn mày đỏ đen đấy
2433,Chắc con Thỏ nó đem tiền đi chơi bài rồi
2434,"tao bảo rồi, roll ít lại, nghiện đó, mày có nghe đâu, thôi xóa roll đi, tập trung làm phim nha"
2435,Duma nghe biết đâu tư rồi đó thỏ
2436,T chờ tê chân muốn rớt xuống cầu cá rồi Thỏ.
2437,"bà con bị con thỏ úp bô rồi, đông lào bô muôn nơi"
2438,Vẫn chưa tiêu hết 2tỷ à
2439,Đến Tết coi cũng đc
2440,Delay quá mậy
2441,Ông Năm thấy cảnh này ko biết có sỉu ko ?
2442,Hẳn là ăn cái ghế
2443,M sai trính tả T k chấp nhận đâu nhé con thú 7 màu
2444,khôngggg ! Ra mauuuu đi
2445,"trước thì vợ thằng edit đẻ,giờ thì lý do gì đây"
2446,"Mỗi năm ra 1 tập cận tết, bao đắt khách"
2447,Sin lỗi là k thể chấp nhận được.
2448,xin lỗi chứ k ph sin nha thỏ:)
2449,Mùng 3 tết nx hả thỏ
2450,Ăn cái ghế?!? Tiên sư con thỏ bố láo
2451,"m ôm tiền donate đi đánh bài hết rồi chứ gì, lí do lí trấu"
2452,Thanh Duy Nguyen em donate cho nó rồi hóng nó ra phim mà nó mất tích luôn rồi a ơiiii
2453,Hana Huong chắc ôm tiền đi đánh bài với con én chứ không đâu
2454,Thanh Duy Nguyen nó sang mĩ định cư rùi
2455,Cố lên thỏ
2456,"Lạy cụ thỏ làm nốt cái thế giới ko não cho tui với, nghe ost hoài ngán lắm rồi"
2457,Tiêu hết mấy tỷ của ông Năm r thì nói đi thỏ :))
2458,"Thôi thì làm cái tết nữa đi , ae donate cú lớn nữa chơi đỏ đen luôn đi thỏ"
2459,Đm
2460,Thế là nó đưa tỷ bạc đi tài xỉu rồi
2461,"Tụi t nhớ thỏ chớ hông phải nhớ mấy cái hoạt hình hay hiệu ứng màu mè kỹ thuật số gì đâu. Ra kiểu gì cũng ủng hộ miễn có ra là dc. Hổng có kỳ vọng nhiều đâu, miễn m còn tồn tại là dc nè"
2462,Nói thật đi có phải hồi tết ông all in vào ván bài với con Én rồi để thua ko
2463,"""Xin"" không phải Sin nha lỗn mặt thò"
2464,Ai có chích điện không chích giùm tôi con thỏ cho nó nỗi lên với chứ lặn sâu quá rồi
2465,Sin xin
2466,Mày đi hút cần nên biện lý do chớ gi . Tao lại rành mày quá thỏ
2467,M lại đi cờ bạc hết tiền rồi chứ gì
2468,Thêm 2 tháng nữa
2469,"nó vẽ truyện tới mức ghi sai chính tả, ngôn ngữ loạn xạ hết r."
2470,nghi chắc tết xem r :)))
2471,Hoi hong ấy mình làm hoạt hình Tết part hai đi Thỏ ơi Năm trước đánh bài năm nay cá độ cũng được:)))))))
2472,Chưa xài hết tiền nữa hả thỏ
2473,bửa t thấy thằng nào như thằng thỏ đi vượt biên bên cam mà t ko dám kêu t sợ công an bắt nó thì ko có phim xem
2474,khai thật đi số tiền đấy đang ở nhà cái nào
2475,T ăn cái bàn được không con thỏ?
2476,Đăng dùm cái teaser cho yên tâm coi tr
2477,Phan Thanh Bình nôn dữ rồi đó
2478,Huynh Pin delay còn hơn cái hãng bay nữa
2479,chiếu lúc giao thừa là vừa cho bọn F.A như t ở nhà xem
2480,Lấy tiền đánh bạc hết rồi thì nói mẹ đi
2481,Phim dở hoàn 111% tiền donate đi nhé Thỏ.
2482,Nguyễn Tuấn Anh Mai đột nhập nhà ông Năm ăn cắp kịch bản
2483,Đánh bài thua rồi giờ nói đợi 2 tháng
2484,Hỏng đóng góp được ngàn nào nên hỏng ý kiến chờ coi thui
2485,"Ê ê ê "" xin lỗi . Chứ k phải "" Sin lỗi nha mậy t thấy mà t tức á thỏ"
2486,Ủa r ăn ghế hả quễ
2487,Gòi xong..quánh bài hết kinh phí rồi phải không?
2488,Ăn cái ghế thì đúng là phải kiên nhẫn mất vài tháng mới hết rồi..
2489,Hẳn là ăn cái ghế uống miếng nước
2490,"Sin lỗi ? ? Là ""sin lỗi"" dữ chưa"
2491,Xin lỗi nha Không phải sin lỗi nha thỏ :))))
2492,Chờ đợi mòn đít
2493,Phim có thể chậm nhưng quà cũng chậm luôn á hả?
2494,Mày mà lấy tiền đánh bại với tk én nữa là tụi tao thiến mày á thỏ
2495,ok nhó
2496,"Tuy đéo ủng hộ được đồng nào nhưng t có cái mồm động viên tinh thần nhé, nhanh mẹ mày lên"
2497,Ê thỏ m xin lỗi với cái thái độ z á hả Nhiều cái tao khong them noi đâu
2498,"rứa hủy Theo dõi 2 tháng rồi vô có thì xem Theo dõi lại, hợp lý ko"
2499,Quỳ đâu gửi ảnh đây coi hay là m đang nằm trên giường gõ phím z thỏ v:
2500,Tao tưởng mày ôm tiền đi chốn rồi mà :)))
2501,M coi chừng tụi t cho ăn lại cái ghê nhen
2502,donate 500k thì tăng tiến độ đc bao nhiêu?:)
2503,Tao nghi m đem xây cầu cá tra hết rồi thì có
2504,"Dữ dằn dện, tụi tui đợi thỏ"
2505,Nguyệt Trần t cũng đợi nha
2506,"Trần Thu Hà t mê con thỏ này dữ lắm, t coi t cừ bịnh luôn mà"
2507,Nguyệt Trần hoạt hình tư duy
2508,Thỏ hợp tác vs heo đen ra siêu pẩm đi
2509,Đúng là đợi tới tết tây mà >>
2510,nếu bạn sắp hết ngân sách hãy ra tín hịu
2511,Cmm
2512,Giang Trúc siêu phẩm nè :)))
2513,Phim cứ làm thôi nhưng phát quà ra đi chứ
2514,Để Chiếu Phim Tết Luôn Đi Mài
2515,Con thỏ này chắc bị quánh bay mày chứ không còn bảy màu nữa
2516,"Không cần nói nhìu như thế đâu, chém"
2517,Sắp hết tiền rồi phớ hông?
2518,M tiêu hết tiền chưa?
2519,"Tiền thua bài thằng Én hết rồi, phim bọng gì nữa"
2520,Triệu Ka h con én mà ra dự án phim là khỏi cãi luôn.
2521,Phim không hay thì cứ liệu hồn
2522,mày chơi bài thua con Én nữa rồi chứ gì. văn vở.
2523,Nói thật đi tiền donate đang ở sòng nào rồi
2524,"Mày mỏ điêu nó vừa . Cầm tiền đôn-nết hốc hết rồi thì nói toẹt nó ra , để bọn kao còn biết đường hùn vốn donate tiếp . Chứ delay này dễ 10 năm nữa mới có phim à"
2525,Nói thiệt đi m thua ht bao nhiu r . Nói ae giúp cho
2526,Gòi nói kiểu zị là chừng nào có Lẹ lẹ nha đừng để teo nóng. Hơi mệt đoá
2527,rồi mắc j m trễ dl mà t lại phải ăn cái ghế
2528,"Ê, sẳn ra cái phim k não luôn đi, trailer hay vl"
2529,Đầu năm 2024 khai màn 1 phát cho thật là hào nhoáng nào
2530,Tiêu hết tiền thì nói anh em nạp thêm chớ ngại gì mà dấu
2531,Thật là oải cả chưởng cái con Thỏ này
2532,Ai khanh miễn nhễ miễn là vẫn có phim là được
2533,Thôi thôi im mồm đi thỏ và nổ số tài khoản ra để tui còn đồ nét
2534,Tưởng đâu không ra luôn ấy:>>
2535,thua bài rồi phải k ???
2536,Ngồi mòn cái ghế r đấy thỏ à
2537,Con thỏ delay
2538,"Thỏ à, mài còn nhiều cái tao chưa thèm nói đâu"
2539,m nhắm cầm về số tiền mà mày đi đánh bài với con Én đi
2540,"lại cái bài thiếu vốn nên tiến độ bị kéo dài , giờ xin thêm vốn để tiếp tục chứ j"
2541,Để ngta chờ lâu tí cũng được nhưng đừng sai chính tả giùm t cái
2542,Chắc sang năm
2543,"Đề nghị ông 5 lên đính chính, thỏ nó bị nhà cái ăn hết tiền donate rồi phải ko?"
2544,n lủi mất tỉ tư từ tết rồi bà con à
2545,Kêu con én qua nó vẽ cho Én qua giúp nó kiếm xèng chơi tết kìa mài
2546,"Xin lỗi không phải sin lỗi , đi xin lỗi mà chẳng có tâm gì cả không thể tha thứ được"
2547,Có nên bắt bẻ chính tả k nhỉ
2548,Ăn sắp hết cái ghế rồi
2549,Lại deley Thỏ định bao giờ có phim mới cho Vịt coi đây hả chờ hơi bị lâu gòi nghen:>
2551,Mày mở thêm đợt đô nết nữa đi . Góp nhiều tiền làm cho nhanh :))
2552,Bữa tiền huy động đủ để làm không mấy cha? =))
2553,2 tháng sau nó hoãn tiếp lần nx
2554,Tóm tắt cho ai lười đọc:con thỏ lấy tiền ông năm đánh bài với con én bị ông năm phát hiện đuổi ra khỏi nhà
2555,chắc đợi tới già luôn
2556,Nó tỏ vẻ là đang làm phim nhưng thực ra đã tiêu hết tiền và đang lo lắng đó
2557,m ra phim nhanh được khum
2558,T éo tin. Chắc hết tiền nên mài mới lên đây bày đặt delay đồ. T thích nhất món thỏ xào xả ớt đó
2559,Lâu mà chất lượng thì đc
2560,Ra ngay tết thì nhức cái nách
2561,Êk m lại hết tiền à :))
2562,Tài xỉu hết tiền rồi lại bảo game khó thứ thỏ xa đoạ
2563,Không chấp nhận được Có phải m lấy tiền donate đi đánh bạc với con én hết rồi phải hong?
2564,Tao nghi nó lấy đi chơi bát họ quá tụi bây...
2565,2 tháng lận
2566,Thôi mày tao biết là tới tết mới có mà
2567,đánh nhau not uýnh nhau xin lỗi not sin lỗi về học chính tả đi Én nguuuuuuuuuuuu… See more
2568,Định ôm tiền trốn hả:)))
2569,Anti Thor vì sai chính tả chữ “Sin” :))))
2570,m k làm youtobe nữa à thỏ
2571,Ủa tưởng tới Tết mới có
2572,M xài hết tiền gòi phải ko con kia
2573,Bây dụ tụi t cày view mấy phin cũ đúng hông
2574,"Thor mày cầm tiền cho ai ăn rồi, ta lạy mi"
2575,tao sắp già thêm tuổi rồi đây
2576,Sin gì? Sin cậu bé bút trì à?
2577,M xin lỗi khoảng 10 lần nữa t quên số tiền dnt r đó
2578,lẹ lơn coaiiiiiiiiiiiii
2579,Văn Chương cc ra video đi
2580,"Tụi mày hiếp dâm con heo, đẩy bà già xuống biển"
2581,"""Ăn cái ghế"""
2582,Ra tín hiệu SOS đi thỏ
2583,2 tháng nữa đúng hết năm thì nên kêu gọi them vốn để mua bình oxi lặng tiếp đi thỏ
2584,Chờ đợi hoạt hình con thỏ nó ra còn hơn hóng má đi chợ về mua bánh cho nữa
2585,"Có khi nào Thỏ đang lên ý tưởng làm siêu Anh Hùng giống nhà Marvel & DC không??? Đ Moẹ thế thì th đi nhá , tôi thích lắm đấy"
2586,M ghi lô hết rồi đúng k :)))
2587,Lấy hết tiền bánh bạc với con én hết r đúng k
2588,"Hứa thật nhiều thất hứa cũng thật nhiều, lại soạn bài cũ nữa rồi đồ con quễ thỏ 7 món"
2589,Sắp hết tiền thì ra tín hiệu chứ đừng cấm cái sổ đỏ của ông Năm nha m
2590,rồi quà đâu con thỏ
2591,Lấy tiền donate đi đánh bài hết sạch r delay phim của t à thỏ?
2592,Đứa nào bắt lỗi chính tả đứa đó bị tâm thần
2593,Chiến tranh cầu cá nghe là thấy uy tín liền
2594,Ôm tiền donate đi đánh bài r
2595,Hết tiền thì nói lẹ
2596,trả quà tao đây
2597,Đừng để vụ này chìm
2598,Ngủ nhiều quá cũng mơ thấy tập phim Ông Năm tiếp theo
2599,Nó lấy tiền đi đánh bài hết r đó mn
2600,cầm tiền đánh bài hết rồi chứ gì
2601,"Quan trọng là mày có đưa cái cầu cá tra 2 tầng có máy lạnh, free wi-fi lên sóng hay không?"
2602,Cuộc chiến cầu cá có bắn chất thải hum:>
2603,Mấy làn mà thấy con thỏ đăng bài dài dài là t nghi lắm=))
2604,đợi gỡ vốn mới sx tiếp đúng ko
2605,"""Ăn cái ghế""=))"
2606,Tới tết ra phim luôn cho giống mấy đợt trước :)))
2607,page sai chính tả nhé :))
2608,Xin lỗi Sin lỗi
2609,Mài đánh bài hết tiền nên lấy cớ để delay phim đúng khong Thỏ
2610,Sai chính tả kìa con quễ ơi
2611,Giang Quân chắc đang gấp thăm hầm cá tra!
2612,Thọ Võ cho n thời hạn 2 tháng 2 tháng ko có đi hen cho n biết thế nào là thỏ 7 màu chính cống
2613,t cho m ăn ghế á. t có ngáo như con én đâu mà kêu t ăn ghế
2614,Định thông cảm đấy nhưng viết sai chính tả nên thôi
2615,m gom tiền đi đánh bài với con Én r phải k Thỏ?
2616,hôm qua mới nhắc nhở -.-
2617,Like thứ 1000
2618,"Con thỏ bốn lạng, cổ a dài như cổ cò rồi."
2619,"Ăn ghế Gòi nc đâu uống bây, bây định múc nc cầu cá nên mời tụi t hả"
2620,Delay đến tết chiếu là vừa:))))
2621,Thỏ nó ôm vốn đi cam đó ae đừng tin
2622,Thanh Trúc có tiền thì donate 5 con cá cho Thỏ để có năng lượng làm lẹ nè
2623,Thanh Ngân hoi để nó nhây tới tết coi luôn cho dui
2624,Vs cái khẩu đấy là bà con quỳ trk thỏ à
2625,Dạo này hơi đen nên delay
2626,Juan ko thỏ
2627,Ko ra lẹ là t tạt mắm tôm nhà ôg năm nha thỏ=)
2628,Thỏ lề mề quá thỏ ơi t đợi từ Tết năm ngoái rồi đó
2629,delay quài z thỏ
2630,Khai mau con thỏ kia Mi lấy tiền bao gái hết r đúng ko:)))))
2631,Ăn j cơ cái ghế á
